OPENDATE,Payment_Method,TRANSACT,Product_Name,Product_ID,Cashier_Name,POS,UNIT_PRICE,QUAN,Total_Excluding_Tax,Tax_Amount,Total_Including_Tax,Branch,SNUM,UNIQUEID
10/27/2025 0:00,Hunger Takara(Credi),159456,Nora Maki(T),2723,Web Online Order,6,0,1,0,0,0,Takara,1,1141131
10/27/2025 0:00,Visa,159451,Dream Maki 8Pcs(T),2268,Dejan,1,93,1,80.87,12.13,93,Takara,1,1141127
10/27/2025 0:00,Jahez Takara,159444,Beef Tacos,2251,Web Online Order,6,85,1,80,12,92,Takara,1,1141062
10/27/2025 0:00,MADA,159437,Tempura Rock Shrimp,2176,Dejan,1,95,1,82.61,12.39,95,Takara,1,1141010
10/27/2025 0:00,MasterCard,159453,Crispy Salad,2013,Dejan,1,98,1,85.22,12.78,98,Takara,1,1141117
10/27/2025 0:00,Visa,159436,Signature Salad(L),2627,Dejan,1,0,1,0,0,0,Takara,1,1141001
10/27/2025 0:00,Hunger Takara(Credi),159456,Nora Maki 4PCS(T),2722,Web Online Order,6,53,1,46.09,6.91,53,Takara,1,1141132
10/27/2025 0:00,MADA,159455,Takara Salad,2016,Dejan,1,88,1,76.52,11.48,88,Takara,1,1141129
10/27/2025 0:00,Visa,159436,Salmon Teriyaki(L),2634,Dejan,1,0,1,0,0,0,Takara,1,1141007
10/27/2025 0:00,Hunger Takara(Credi),159456,Reema Maki(T),2721,Web Online Order,6,0,1,0,0,0,Takara,1,1141133
10/27/2025 0:00,MasterCard,159453,Toma Maki,2080,Dejan,1,95,1,82.61,12.39,95,Takara,1,1141119
10/27/2025 0:00,Visa,159452,Vegitable yaki udon ,2041,Dejan,1,68,1,59.13,8.87,68,Takara,1,1141114
10/27/2025 0:00,Visa,159474,Sparkling Water Large,2165,Alina,1,38,1,33.04,4.96,38,Takara,1,1141230
10/27/2025 0:00,Visa,159474,Signature Salad,2014,Alina,1,84,1,73.04,10.96,84,Takara,1,1141233
10/27/2025 0:00,Visa,159474,Takara Mix Gyoza,2757,Alina,1,93,1,80.87,12.13,93,Takara,1,1141243
10/27/2025 0:00,MADA,159432,Sprite,2100,Dejan,1,16,1,13.91,2.09,16,Takara,1,1140979
10/27/2025 0:00,MasterCard,159449,Sprite,2100,Dejan,1,16,1,13.91,2.09,16,Takara,1,1141088
10/27/2025 0:00,Visa,159430,Beef Tacos,2251,Dejan,1,85,1,73.91,11.09,85,Takara,1,1140953
10/27/2025 0:00,MasterCard,159445,Vegitable yaki udon ,2041,Dejan,1,68,1,59.13,8.87,68,Takara,1,1141070
10/27/2025 0:00,MADA,159460,Beef Tacos,2251,Dejan,1,85,1,73.91,11.09,85,Takara,1,1141149
10/27/2025 0:00,MADA,159460,Command,2144,Dejan,1,0,1,0,0,0,Takara,1,1141158
10/27/2025 0:00,Visa,159452,Sprite,2100,Dejan,1,16,1,13.91,2.09,16,Takara,1,1141116
10/27/2025 0:00,Hunger Takara(Credi),159442,Wave Maki (T),2730,Web Online Order,6,0,1,0,0,0,Takara,1,1141034
10/27/2025 0:00,Amex,159441,Tuna Sashimi,2158,Dejan,1,98,2,170.43,25.57,196,Takara,1,1141049
10/27/2025 0:00,Hunger Takara(Credi),159442,Dragon Maki 4PCS(T),2715,Web Online Order,6,49,1,42.61,6.39,49,Takara,1,1141037
10/27/2025 0:00,Hunger Takara(Credi),159442,Wave maki 4PCS(T),2729,Web Online Order,6,48,1,41.74,6.26,48,Takara,1,1141035
10/27/2025 0:00,Amex,159441,Takara Miso Soup,2009,Dejan,1,38,5,165.22,24.78,190,Takara,1,1141040
10/27/2025 0:00,Amex,159441,Crispy Salad,2013,Dejan,1,98,1,85.22,12.78,98,Takara,1,1141041
10/27/2025 0:00,Visa,159440,Wagyu Maki,2179,Dejan,1,118,1,102.61,15.39,118,Takara,1,1141026
10/27/2025 0:00,Amex,159441,Chicken Teriyaki,2034,Dejan,1,138,1,120,18,138,Takara,1,1141051
10/27/2025 0:00,MADA,159433,Reema Maki 8Pcs(T),2112,Dejan,1,98,1,85.22,12.78,98,Takara,1,1140991
10/27/2025 0:00,MADA,159450,Yaki Udon W Chicken,2124,Dejan,1,91,1,79.13,11.87,91,Takara,1,1141092
10/27/2025 0:00,MADA,159459,Cola Zero,2702,Dejan,1,16,1,13.91,2.09,16,Takara,1,1141147
10/27/2025 0:00,MADA,159459,Vegetable Fried Rice,2045,Dejan,1,55,1,47.83,7.17,55,Takara,1,1141146
10/27/2025 0:00,MasterCard,159447,Cola Zero,2702,Dejan,1,16,1,13.91,2.09,16,Takara,1,1141136
10/27/2025 0:00,Visa,159452,Command,2137,Dejan,1,0,1,0,0,0,Takara,1,1141112
10/27/2025 0:00,Visa,159436,Philly Sake Maki 8Pcs(T),2223,Dejan,1,95,1,82.61,12.39,95,Takara,1,1141008
10/27/2025 0:00,Hunger Takara(Credi),159442,Dream Maki 4PCS,2639,Web Online Order,6,0,1,44.35,6.65,51,Takara,1,1141033
10/27/2025 0:00,MADA,159439,Spicy Edamame,2019,Dejan,1,45,1,39.13,5.87,45,Takara,1,1141029
10/27/2025 0:00,MADA,159437,Dream Maki 8Pcs(T),2268,Dejan,1,93,1,80.87,12.13,93,Takara,1,1141012
10/27/2025 0:00,Visa,159438,Water (750ml),2105,Dejan,1,30,1,26.09,3.91,30,Takara,1,1141015
10/27/2025 0:00,Amex,159441,Black Cod Miso,2290,Dejan,1,239,2,415.65,62.35,478,Takara,1,1141052
10/27/2025 0:00,Visa,159438,Beef Tacos,2251,Dejan,1,85,1,73.91,11.09,85,Takara,1,1141017
10/27/2025 0:00,MADA,159459,Seafood Gyoza,2024,Dejan,1,55,1,47.83,7.17,55,Takara,1,1141143
10/27/2025 0:00,Visa,159452,Command,2137,Dejan,1,0,1,0,0,0,Takara,1,1141113
10/27/2025 0:00,MADA,159437,Crispy Salad,2013,Dejan,1,98,1,85.22,12.78,98,Takara,1,1141009
10/27/2025 0:00,Visa,159452,Coca Cola,2097,Dejan,1,16,1,13.91,2.09,16,Takara,1,1141115
10/27/2025 0:00,Visa,159438,Command,2137,Dejan,1,0,1,0,0,0,Takara,1,1141019
10/27/2025 0:00,Amex,159441,Japanese Mushroom Rice ,2359,Dejan,1,188,1,163.48,24.52,188,Takara,1,1141050
10/27/2025 0:00,Visa,159436,Rock Shrimp(L),2629,Dejan,1,0,1,0,0,0,Takara,1,1141002
10/27/2025 0:00,Hunger Takara(Credi),159442,Dragon Maki(T),2716,Web Online Order,6,0,1,0,0,0,Takara,1,1141036
10/27/2025 0:00,Amex,159441,Water (750ml),2105,Dejan,1,30,1,26.09,3.91,30,Takara,1,1141053
10/27/2025 0:00,MADA,159437,Cola Zero,2702,Dejan,1,16,2,27.83,4.17,32,Takara,1,1141013
10/27/2025 0:00,Visa,159440,Crispy Salad,2013,Dejan,1,98,1,85.22,12.78,98,Takara,1,1141023
10/27/2025 0:00,Visa,159440,California Maki 8PCS(T),2083,Dejan,1,78,1,67.83,10.17,78,Takara,1,1141025
10/27/2025 0:00,MADA,159439,Crispy Salad,2013,Dejan,1,98,1,85.22,12.78,98,Takara,1,1141020
10/27/2025 0:00,Visa,159440,kunafa shrimp ,2027,Dejan,1,98,1,85.22,12.78,98,Takara,1,1141024
10/27/2025 0:00,Visa,159438,Toma Maki,2080,Dejan,1,95,1,82.61,12.39,95,Takara,1,1141018
10/27/2025 0:00,Hunger Takara(Credi),159442,California Maki 4PCS(T),2711,Web Online Order,6,43,1,37.39,5.61,43,Takara,1,1141039
10/27/2025 0:00,Visa,159440,Mix Blueberry Mojito,2672,Dejan,1,40,1,34.78,5.22,40,Takara,1,1141028
10/27/2025 0:00,Amex,159441,Water (750ml),2105,Dejan,1,30,1,26.09,3.91,30,Takara,1,1141031
10/27/2025 0:00,Visa,159438,Traditional Edamame,2018,Dejan,1,45,1,39.13,5.87,45,Takara,1,1141016
10/27/2025 0:00,Hunger Takara(Credi),159442,CALIFORNIA MAKI(T),2714,Web Online Order,6,0,1,0,0,0,Takara,1,1141038
