Month,Item ID,Item Descreption,# Units,Store Code,Store Name,Item Brand,$ Revenue,Lens Type,Company Name
30/9/2024,2259,Lensme Contact Lenses - Latte -2,2,9114,MAK DM - Makkah Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2259,Lensme Contact Lenses - Latte -2,1,9136,DMM DM - Shatea Square,Lensme,40,Power,Dr.M - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,2,2030,MED MO - Sultanah Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,2,2033,JED MO - Madinah Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,2049,RYD MO - Madinah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,2,2052,RYD MO - Okbah bin Nafee Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,2192,RYD MO - Telal Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,2199,RYD MO - Nakhla Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,2,2242,RYD MO - Khalid bin Walid Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,2,2297,RYD MO - Granada Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,2298,DMM MO - Nakhil Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,2302,JED MO - Red Sea Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,2,2304,MO - E.Commerce Saudi,Lensme,80,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,2323,JED MO - The Village Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,2331,TIF MO - The Park Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,9112,RYD DM - Nakhil Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,9120,RYD DM - Nokhba Center,Lensme,40,Power,Dr.M - KSA
30/9/2024,2260,Lensme Contact Lenses - Latte -2.25,1,9132,RYD DM - Rawabi Plaza,Lensme,40,Power,Dr.M - KSA
30/9/2024,2261,Lensme Contact Lenses - Latte -2.5,2,2034,JED MO - Safa Eye Hospital,Lensme,80,Power,Magrabi - KSA
30/9/2024,2261,Lensme Contact Lenses - Latte -2.5,1,2038,JED MO - Sari Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2261,Lensme Contact Lenses - Latte -2.5,1,2061,DMM MO - Cornich Boulevard,Lensme,40,Power,Magrabi - KSA
30/9/2024,2261,Lensme Contact Lenses - Latte -2.5,1,2095,JED MO - Salama Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2261,Lensme Contact Lenses - Latte -2.5,2,2100,DMM MO - Dhahran Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2261,Lensme Contact Lenses - Latte -2.5,2,2289,RYD MO - Riyadh Gallery,Lensme,80,Power,Magrabi - KSA
30/9/2024,2261,Lensme Contact Lenses - Latte -2.5,2,2297,RYD MO - Granada Mall,Lensme,80,Power,Magrabi - KSA
